cut,color,clarity,city,carat,depth,table,x,y,z,price
3,2,2,3,0.51,61.3,59.0,5.19,5.15,3.17,1421
2,3,6,3,0.41,62.4,53.0,4.79,4.8,2.99,1068
2,5,7,3,0.27,61.6,55.0,4.17,4.21,2.58,480
1,6,5,12,1.0,64.3,59.0,6.27,6.21,4.01,3580
2,5,2,1,0.32,62.4,57.0,4.37,4.35,2.72,554
2,3,5,2,0.52,61.2,56.0,5.16,5.2,3.17,1586
2,3,7,9,0.51,61.2,56.0,5.16,5.17,3.16,2303
2,3,2,11,0.73,62.3,54.0,5.81,5.78,3.61,2321
4,0,3,7,1.0,63.3,56.0,6.38,6.35,4.03,4704
2,1,3,0,0.39,61.0,55.0,4.74,4.77,2.9,614
4,0,2,11,0.9,61.7,60.0,6.14,6.17,3.8,4466
3,2,2,1,0.35,60.2,58.0,4.54,4.6,2.75,583
3,4,3,2,1.51,59.4,62.0,7.47,7.31,4.39,7235
4,1,7,6,0.29,58.5,58.0,4.35,4.37,2.55,664
1,5,2,11,0.9,63.0,53.0,6.08,6.15,3.85,3196
1,4,2,1,1.52,64.1,59.0,7.11,7.18,4.58,8915
2,0,7,7,1.1,62.2,57.0,6.58,6.54,4.08,11654
2,2,5,3,0.52,61.2,56.0,5.19,5.37,3.2,1625
3,5,3,2,1.7,61.7,56.0,7.66,7.57,4.7,7140
2,0,5,7,0.55,61.5,56.0,5.28,5.25,3.24,2030
1,1,5,1,0.5,64.1,58.0,5.01,5.03,3.22,1299
2,1,2,0,0.51,62.0,55.0,5.14,5.12,3.18,1443
2,1,6,12,0.32,60.9,57.0,4.45,4.42,2.7,1020
2,1,3,8,1.16,61.9,55.0,6.71,6.77,4.17,5991
3,2,6,10,1.0,61.0,60.0,6.43,6.39,3.91,9901
2,3,5,10,0.38,60.6,57.0,4.7,4.73,2.86,955
3,0,4,4,0.54,61.1,58.0,5.24,5.3,3.22,1994
3,2,2,2,0.74,62.3,61.0,5.8,5.76,3.6,2723
1,2,4,4,0.31,56.7,60.0,4.57,4.5,2.57,814
4,1,3,5,0.72,63.4,58.0,5.66,5.64,3.58,2608
4,5,6,12,0.7,58.8,61.0,5.78,5.82,3.41,2389
2,3,1,7,0.46,60.9,57.0,4.98,5.01,3.04,1560
2,0,2,1,0.43,62.5,55.0,4.83,4.8,3.01,993
4,3,4,3,0.51,63.4,57.0,5.08,5.04,3.21,1709
2,4,2,9,1.0,61.4,55.0,6.49,6.44,3.97,4469
4,0,2,6,1.0,62.3,59.0,6.26,6.29,3.91,5342
3,3,5,5,0.34,60.3,59.0,4.53,4.49,2.72,765
4,5,2,10,1.2,62.6,58.2,6.71,6.74,4.21,5280
2,1,2,2,0.7,62.4,55.0,5.67,5.7,3.55,2614
2,1,1,8,0.39,61.3,56.0,4.71,4.75,2.9,1333
3,1,2,1,0.9,59.0,59.0,6.34,6.3,3.73,3508
3,2,0,5,2.06,58.7,61.0,8.33,8.31,4.88,9967
0,4,3,8,1.26,64.9,60.0,6.7,6.62,4.32,3881
4,0,2,1,0.91,62.1,59.0,6.1,6.18,3.81,4466
4,3,7,11,0.29,61.6,56.0,4.24,4.28,2.63,541
2,1,3,3,1.51,62.5,57.0,7.29,7.34,4.57,10210
2,3,4,2,0.42,61.9,56.0,4.82,4.77,2.97,984
2,1,4,3,0.31,61.4,57.0,4.37,4.32,2.67,942
2,2,2,12,1.07,62.3,56.0,6.51,6.53,4.06,6200
2,3,4,3,1.3,62.0,55.0,6.98,7.02,4.34,10038
2,0,5,1,0.51,61.9,55.0,5.15,5.19,3.2,1597
2,2,7,2,0.42,60.6,57.0,4.82,4.85,2.93,1142
4,3,3,1,0.4,63.1,59.0,4.7,4.65,2.95,765
2,2,5,3,0.53,61.1,54.0,5.26,5.29,3.22,1655
0,3,4,3,0.85,57.7,67.0,6.26,6.19,3.59,2998
4,0,3,8,1.01,58.9,56.0,6.55,6.59,3.87,4260
4,4,4,3,1.28,61.2,55.0,6.98,7.04,4.29,8645
4,1,5,11,0.81,62.8,57.0,5.9,5.95,3.72,3839
2,4,3,0,1.1,62.0,55.0,6.61,6.65,4.11,4733
4,4,2,1,1.2,61.0,58.0,6.84,6.92,4.2,6019
2,3,2,7,0.7,62.1,58.0,5.67,5.69,3.53,2276
2,3,4,3,0.54,62.0,56.0,5.24,5.21,3.24,1847
1,6,4,1,0.76,62.6,61.9,5.7,5.75,3.58,2015
1,2,4,10,0.53,61.8,62.8,5.13,5.16,3.18,1624
1,1,3,9,0.77,64.1,56.0,5.84,5.77,3.72,2005
2,2,1,1,0.41,61.4,58.0,4.78,4.83,2.95,1439
2,3,2,5,1.1,61.6,56.0,6.62,6.65,4.08,6837
4,5,5,2,0.9,63.0,60.0,6.15,6.17,3.88,3709
4,3,6,2,0.51,60.1,56.0,5.16,5.35,3.16,2005
3,5,3,10,1.51,60.4,56.0,7.4,7.36,4.46,7577
1,1,3,5,1.02,63.2,56.0,6.37,6.41,4.04,4712
1,2,4,2,0.67,59.8,60.3,5.62,5.69,3.38,2479
1,0,5,2,0.33,63.5,56.0,4.36,4.4,2.78,625
4,1,5,3,0.31,62.9,57.0,4.3,4.35,2.72,680
4,2,4,11,1.0,60.1,63.0,6.42,6.45,3.87,6910
2,0,5,4,0.32,62.6,55.0,4.37,4.39,2.74,758
4,2,1,9,0.23,61.0,62.0,3.95,3.99,2.42,485
3,4,3,3,2.16,62.3,57.0,8.29,8.22,5.14,11473
3,0,5,0,0.3,61.9,58.0,4.32,4.28,2.66,911
2,0,4,1,1.05,60.5,57.0,6.61,6.58,3.99,8820
2,2,4,4,0.38,61.3,56.0,4.68,4.72,2.88,1116
4,0,2,3,0.35,60.1,61.0,4.56,4.59,2.75,644
2,4,7,10,0.32,61.7,56.0,4.37,4.42,2.71,645
2,2,4,3,0.62,61.9,55.0,5.46,5.19,3.39,2344
4,3,1,4,1.1,60.5,55.0,6.77,6.71,4.08,8592
1,0,0,12,1.2,63.6,60.0,6.72,6.67,4.26,4346
3,0,3,3,0.59,62.6,61.0,5.33,5.27,3.32,1590
2,2,2,7,0.9,61.5,56.0,6.25,6.2,3.83,4284
3,6,5,5,2.01,61.5,60.0,8.13,8.07,4.98,13228
1,3,3,4,1.01,62.8,57.0,6.3,6.34,3.97,3852
2,2,2,10,0.71,61.9,56.0,5.69,5.74,3.54,2999
2,1,7,1,0.27,62.0,55.0,4.12,4.14,2.56,622
2,0,6,0,0.28,61.7,57.0,4.2,4.23,2.6,608
2,5,3,10,0.58,61.3,56.0,5.38,5.45,3.32,1158
3,4,5,1,1.5,61.6,55.0,7.43,7.37,4.56,10750
2,2,3,10,1.02,62.4,55.0,6.46,6.43,4.02,4662
3,5,3,1,1.21,59.9,58.0,6.94,6.91,4.15,4879
2,3,7,5,1.21,60.6,56.0,6.9,6.89,4.18,10256
1,5,0,10,1.5,63.7,61.0,7.22,7.1,4.57,3696
3,3,2,6,1.61,62.6,58.0,7.48,7.45,4.67,11303
2,1,6,12,0.41,61.3,56.0,4.79,4.81,2.94,1367
2,1,7,4,0.38,62.0,57.0,4.64,4.69,2.89,1030
4,3,3,9,0.76,62.0,57.0,5.82,5.86,3.62,2422
2,4,4,1,1.13,61.6,55.0,6.7,6.74,4.14,7571
2,2,2,9,1.51,60.7,59.0,7.42,7.44,4.51,11302
3,6,5,5,1.38,60.2,59.0,7.29,7.19,4.36,6175
3,3,4,2,0.38,61.9,58.0,4.66,4.62,2.87,1069
3,4,2,7,0.32,61.8,56.0,4.43,4.4,2.73,591
4,4,4,10,0.77,63.3,57.0,5.79,5.83,3.68,2927
3,1,2,10,0.71,62.7,56.0,5.71,5.64,3.56,2743
2,2,1,1,0.38,61.5,56.0,4.67,4.7,2.88,1212
2,0,2,2,0.3,61.9,54.0,4.34,4.32,2.68,709
2,3,5,3,1.01,61.8,56.0,6.45,6.42,3.98,6108
2,2,6,4,0.37,59.2,57.0,4.71,4.75,2.8,1342
2,0,5,4,0.51,61.9,55.0,5.19,5.15,3.2,1716
2,2,3,5,2.01,61.9,55.0,8.1,8.05,5.0,18395
4,1,2,3,1.23,59.2,62.0,7.0,7.05,4.16,7143
4,6,2,2,1.52,59.9,57.0,7.45,7.47,4.47,7759
1,3,7,7,0.5,64.1,56.0,5.06,5.02,3.23,1791
4,4,4,4,1.21,60.4,59.0,6.88,6.97,4.18,7196
0,0,5,10,1.01,65.2,57.0,6.23,6.19,4.05,6081
2,6,4,8,0.7,62.8,56.0,5.64,5.66,3.55,2000
2,0,4,10,0.57,61.6,55.0,5.33,5.39,3.3,2043
3,4,2,7,0.91,62.2,56.0,6.23,6.18,3.86,3180
3,5,5,0,1.7,61.7,59.0,7.68,7.63,4.72,11360
0,4,2,0,1.51,65.4,59.0,7.17,7.11,4.67,9386
4,1,6,8,0.28,59.6,59.0,4.3,4.33,2.57,642
2,5,2,0,0.31,63.0,57.0,4.34,4.32,2.73,523
3,3,5,1,1.54,61.6,59.0,7.46,7.4,4.58,12308
2,6,5,6,1.21,62.6,54.2,6.79,6.81,4.26,5275
2,1,4,1,0.38,60.8,56.0,4.7,4.75,2.86,940
4,2,2,8,1.5,63.0,56.0,7.28,7.32,4.6,10479
4,1,3,10,1.0,60.6,61.0,6.39,6.44,3.89,4312
1,4,5,3,0.91,56.9,61.0,6.41,6.24,3.6,3302
4,1,2,1,0.73,57.7,61.0,5.92,5.96,3.43,2844
2,5,4,3,0.27,61.9,54.0,4.14,4.19,2.58,432
4,5,2,0,0.71,60.2,58.0,5.76,5.83,3.49,2063
4,0,2,0,0.5,61.6,59.0,5.12,5.14,3.16,1318
3,5,5,7,0.7,60.8,59.0,5.71,5.68,3.46,2268
3,5,3,7,2.48,63.0,62.0,8.62,8.58,5.42,17607
1,4,5,6,1.5,63.9,60.0,7.22,7.17,4.6,10886
1,3,2,7,0.53,63.8,56.0,5.18,5.14,3.29,1363
4,6,2,12,1.6,62.7,58.0,7.37,7.41,4.63,7550
2,3,5,9,0.7,61.9,56.0,5.68,5.7,3.52,3253
4,0,4,3,0.9,63.0,56.0,6.13,6.18,3.88,5757
2,2,5,1,1.02,62.7,57.0,6.47,6.44,4.05,6734
2,2,3,10,0.72,62.0,57.0,5.68,5.64,3.51,1743
2,3,3,1,1.02,61.4,56.0,6.52,6.47,3.99,4255
3,5,3,10,1.5,62.7,57.0,7.35,7.28,4.59,7526
2,4,2,6,0.3,61.9,57.0,4.3,4.32,2.67,450
2,1,7,8,0.25,61.1,56.0,4.08,4.11,2.5,633
2,4,2,5,1.2,62.2,58.0,6.81,6.77,4.22,6569
4,5,5,11,1.05,63.2,56.0,6.47,6.51,4.1,4895
1,0,2,1,0.3,63.1,56.0,4.24,4.28,2.69,515
2,5,6,3,0.56,62.0,57.0,5.33,5.29,3.29,1698
3,5,2,7,1.24,58.9,59.0,7.08,7.02,4.15,5972
0,3,0,1,2.1,64.6,58.0,8.05,8.01,5.19,6597
3,3,7,6,0.3,61.3,58.0,4.34,4.28,2.64,878
3,0,5,1,0.36,61.0,59.0,4.57,4.61,2.8,852
4,4,5,12,0.32,62.4,58.0,4.33,4.36,2.71,505
2,3,5,1,0.53,62.5,55.0,5.2,5.17,3.24,1607
2,6,4,8,1.3,62.3,57.0,7.06,6.97,4.37,6334
1,0,3,2,1.51,64.1,61.0,7.14,7.18,4.59,8550
4,6,4,6,1.2,62.9,60.0,6.64,6.69,4.19,5226
2,0,5,0,0.54,61.8,57.0,5.26,5.22,3.24,1993
4,2,1,6,0.31,61.2,55.0,4.37,4.39,2.68,914
3,0,2,5,1.01,61.7,59.0,6.4,6.43,3.96,5210
2,2,5,8,0.83,62.3,56.0,5.99,6.02,3.74,4417
2,1,4,7,0.31,61.8,55.0,4.36,4.38,2.7,692
2,5,7,6,0.24,61.5,56.0,4.02,4.05,2.48,523
3,2,5,9,1.51,61.9,59.0,7.39,7.31,4.55,14465
4,0,3,7,1.34,62.3,59.0,6.99,7.03,4.37,7230
0,3,4,12,1.08,64.7,60.0,6.44,6.41,4.16,7076
3,0,2,6,0.53,61.0,58.0,5.22,5.18,3.17,1753
3,1,5,6,0.52,62.5,56.0,5.18,5.15,3.23,1815
2,0,3,8,0.35,62.2,56.0,4.55,4.52,2.82,669
4,3,2,12,2.01,63.2,56.0,8.04,7.96,5.06,16742
3,2,3,8,0.41,60.8,58.0,4.83,4.78,2.92,830
2,2,4,3,0.71,60.9,57.0,5.76,5.78,3.51,3710
2,4,2,4,1.08,62.8,57.0,6.55,6.51,4.1,4964
3,1,5,1,0.53,59.8,58.0,5.26,5.27,3.15,1721
2,1,6,1,1.2,61.6,57.0,6.78,6.83,4.19,13474
4,4,2,0,1.09,60.6,60.0,6.61,6.68,4.03,5131
3,5,3,5,1.19,61.6,56.0,6.87,6.83,4.22,4558
2,2,6,12,0.55,61.2,54.0,5.3,5.35,3.26,3005
3,3,4,0,1.73,61.6,60.0,7.67,7.62,4.71,11867
3,2,2,4,1.01,62.3,58.0,6.44,6.41,4.0,5345
3,5,3,9,1.55,61.5,58.0,7.39,7.46,4.57,7256
2,3,4,5,0.35,62.5,55.0,4.55,4.51,2.83,906
1,0,3,2,0.5,63.7,60.0,5.09,5.02,3.22,925
3,3,7,12,1.01,61.3,61.0,6.47,6.32,3.92,6470
3,1,3,6,0.77,62.5,60.0,5.84,5.8,3.64,2171
4,3,5,3,0.57,60.7,58.0,5.31,5.37,3.24,1565
2,2,4,10,0.42,61.9,57.0,4.79,4.81,2.97,1031
4,3,4,8,0.46,60.0,56.0,5.05,5.1,3.04,1378
3,2,5,7,0.34,60.7,60.0,4.5,4.46,2.72,880
2,2,6,0,0.34,62.0,56.0,4.45,4.49,2.77,967
2,4,6,6,0.9,61.9,57.0,6.19,6.24,3.85,4783
1,1,0,11,1.52,57.3,58.0,7.53,7.42,4.28,3105
1,2,5,6,0.5,59.7,63.0,5.08,5.1,3.04,1354
4,1,2,11,0.32,63.5,56.0,4.38,4.34,2.77,672
1,1,3,9,2.01,60.0,64.0,8.09,8.17,4.88,16582
2,4,2,4,1.76,62.2,56.0,7.73,7.7,4.8,9974
3,2,3,10,0.91,61.0,51.0,6.24,6.21,3.8,3546
2,3,7,2,0.4,61.1,57.0,4.72,4.78,2.9,915
3,5,7,11,0.81,61.9,60.0,5.91,5.86,3.64,2795
2,4,5,8,0.76,61.4,57.0,5.85,5.88,3.6,3038
2,0,5,4,0.51,61.1,56.0,5.16,5.2,3.17,1986
2,3,5,3,1.68,62.5,54.0,7.61,7.64,4.76,15740
2,5,4,7,0.56,60.5,55.0,5.33,5.39,3.24,1406
1,2,3,7,1.03,59.0,59.0,6.55,6.6,3.88,4414
4,2,5,2,0.7,62.4,59.0,5.64,5.71,3.54,2400
4,1,3,8,0.74,61.7,56.0,5.76,5.9,3.6,2179
3,2,2,1,0.37,60.3,58.0,4.62,4.66,2.8,616
2,0,5,0,0.51,61.8,54.0,5.12,5.17,3.18,1623
4,3,4,3,1.05,62.3,56.0,6.45,6.51,4.04,7010
3,3,2,1,0.47,58.5,60.0,5.09,5.06,2.97,1055
4,2,6,12,0.24,61.8,59.0,3.93,4.0,2.45,552
2,2,5,9,0.72,62.0,56.0,5.77,5.75,3.57,2943
1,2,1,10,1.0,63.2,63.0,6.24,6.26,3.95,9867
4,2,7,7,0.57,62.6,58.0,5.28,5.3,3.31,2290
1,5,5,1,1.27,63.3,63.0,6.82,6.87,4.33,5923
4,1,5,5,0.4,63.0,57.0,4.67,4.69,2.95,888
4,3,6,12,1.25,60.2,58.0,6.97,7.04,4.22,11589
0,1,6,10,0.57,58.7,66.0,5.34,5.43,3.16,2805
2,1,1,10,0.3,61.7,55.0,4.31,4.34,2.67,943
4,2,5,10,0.38,62.8,57.0,4.58,4.62,2.89,800
4,2,7,10,1.02,61.0,54.0,6.53,6.58,4.0,9043
2,3,4,3,1.3,62.4,56.0,7.03,6.95,4.36,6928
4,4,3,7,1.44,58.2,61.0,7.45,7.51,4.35,7128
3,1,4,9,0.31,61.0,60.0,4.37,4.35,2.66,816
2,3,4,9,1.51,60.6,57.0,7.38,7.48,4.5,14375
2,5,2,1,0.55,61.2,55.0,5.28,5.33,3.25,1320
1,4,2,6,1.03,63.1,56.0,6.35,6.39,4.02,4326
2,1,2,4,0.9,61.7,56.0,6.16,6.23,3.82,4147
2,5,7,3,0.42,62.8,54.0,4.78,4.8,3.01,862
4,4,2,3,0.77,60.4,58.0,5.9,5.93,3.57,2591
2,5,5,4,2.33,62.0,57.0,8.52,8.45,5.26,17504
2,0,5,5,0.34,62.5,57.0,4.47,4.4,2.77,1033
2,0,5,4,1.05,61.0,56.0,6.54,6.61,4.01,8451
4,5,2,9,0.3,61.6,62.0,4.27,4.3,2.64,394
2,1,7,0,0.3,62.8,55.0,4.28,4.32,2.7,731
2,4,2,1,1.74,61.9,55.0,7.71,7.74,4.78,12605
3,3,7,1,0.62,59.2,59.0,5.58,5.56,3.3,2399
3,4,5,9,0.36,60.9,59.0,4.62,4.58,2.8,729
4,3,7,2,0.27,62.1,56.0,4.14,4.18,2.58,504
0,0,2,12,1.01,63.5,58.0,6.35,6.25,4.0,4751
3,4,5,0,1.14,60.2,58.0,6.74,6.81,4.08,5986
4,3,7,10,0.27,62.4,56.0,4.13,4.16,2.58,504
4,1,2,1,1.0,63.2,57.0,6.39,6.36,4.03,5396
3,1,3,2,1.56,62.4,60.0,7.41,7.36,4.61,10090
4,3,7,3,0.33,61.5,62.0,4.39,4.43,2.71,702
2,4,1,6,0.32,61.6,56.0,4.4,4.43,2.72,796
2,2,5,7,0.32,61.6,57.0,4.43,4.4,2.72,828
3,1,4,3,1.01,62.0,59.0,6.38,6.42,3.97,7821
2,0,2,3,0.9,61.2,55.0,6.25,6.21,3.81,5226
0,1,5,0,1.0,57.4,58.0,6.57,6.64,3.79,6268
4,2,6,4,0.33,62.0,56.0,4.41,4.44,2.74,859
2,1,5,3,0.3,62.6,56.0,4.29,4.34,2.7,658
3,3,6,0,0.56,59.7,59.0,5.41,5.35,3.21,2167
3,2,5,6,0.54,61.8,58.0,5.29,5.22,3.25,1786
0,2,3,11,1.01,65.2,57.0,6.33,6.24,4.1,3837
3,1,6,11,0.26,61.7,59.0,4.1,4.14,2.54,599
2,1,4,4,0.41,62.7,57.0,4.72,4.76,2.97,1079
2,3,5,7,1.22,60.1,57.0,6.96,7.01,4.2,9954
2,5,3,0,2.24,61.7,58.0,8.43,8.37,5.18,16709
1,2,4,6,0.61,60.6,60.3,5.46,5.51,3.32,2120
4,1,4,2,0.71,59.8,58.0,5.78,5.82,3.47,3112
3,5,3,3,1.04,61.6,56.0,6.56,6.49,4.02,3960
4,0,3,11,1.01,61.8,60.0,6.37,6.41,3.95,4588
2,3,4,10,0.57,62.0,55.0,5.29,5.35,3.3,1851
3,3,5,9,0.32,62.5,58.0,4.38,4.36,2.73,720
4,5,4,4,0.3,60.8,59.0,4.3,4.32,2.62,473
4,0,2,8,0.9,60.4,59.0,6.21,6.24,3.76,4846
2,2,5,9,0.32,61.5,55.0,4.4,4.42,2.71,645
2,3,1,10,0.61,62.3,56.0,5.42,5.46,3.39,2659
2,2,3,6,1.52,61.8,58.0,7.38,7.4,4.57,10316
3,5,5,1,0.9,58.4,62.0,6.35,6.29,3.69,3276
2,4,7,1,0.51,61.0,57.0,5.22,5.18,3.17,1574
3,5,5,4,1.69,62.4,58.0,7.66,7.53,4.74,10600
4,3,3,2,1.0,63.1,63.0,6.33,6.23,3.96,3713
2,5,2,10,1.08,60.3,60.0,6.67,6.62,4.01,4757
2,0,7,8,0.31,61.6,56.0,4.38,4.34,2.69,982
2,4,7,3,0.35,59.2,56.0,4.65,4.6,2.74,906
4,0,5,9,0.52,63.6,59.0,5.09,5.13,3.25,1664
1,0,3,6,1.18,60.7,63.0,6.77,6.81,4.12,5168
2,4,0,1,1.28,61.9,56.0,6.95,6.91,4.29,3355
4,1,5,9,0.5,60.0,63.0,5.12,5.08,3.06,1629
4,1,4,7,0.4,60.5,61.0,4.72,4.74,2.86,1053
3,2,3,8,1.3,61.6,58.0,7.07,6.92,4.33,5788
4,6,3,1,0.9,63.6,58.0,6.07,6.1,3.87,2860
3,0,3,7,1.0,58.3,61.0,6.59,6.54,3.83,4626
4,1,1,10,0.53,59.8,60.0,5.28,5.35,3.18,2542
2,3,3,7,0.61,59.5,57.0,5.55,5.51,3.29,1228
4,1,4,8,0.52,63.3,58.0,5.07,5.11,3.22,1822
2,4,5,2,1.23,61.7,56.0,6.92,6.88,4.26,7687
4,2,6,3,0.7,63.3,56.0,5.7,5.64,3.59,3252
4,1,4,11,0.29,62.1,57.0,4.2,4.24,2.62,496
3,0,2,10,1.01,61.6,60.0,6.47,6.43,3.97,5543
4,4,7,7,0.26,59.8,61.0,4.15,4.18,2.49,440
3,2,3,10,1.0,59.3,62.0,6.49,6.43,3.83,3858
4,2,5,11,0.31,63.0,57.0,4.27,4.33,2.71,583
3,3,3,8,1.14,60.9,56.0,6.8,6.73,4.12,5139
3,4,3,12,2.11,61.0,58.0,8.31,8.27,5.06,13233
3,2,5,11,0.37,61.2,60.0,4.63,4.59,2.82,957
3,3,3,2,0.7,61.1,60.0,5.67,5.62,3.45,2177
2,5,7,1,0.32,61.5,56.0,4.4,4.42,2.71,561
4,6,7,12,1.51,62.6,63.0,7.29,7.24,4.55,8706
1,0,3,3,1.0,63.3,56.0,6.35,6.38,4.03,4620
2,0,5,9,0.3,62.4,55.0,4.32,4.3,2.69,790
2,2,3,4,0.32,61.7,56.0,4.44,4.41,2.73,720
2,3,4,10,0.78,61.6,55.0,5.91,5.94,3.65,3736
2,5,5,1,0.72,61.8,56.0,5.72,5.77,3.56,2650
1,5,5,8,2.02,57.9,62.0,8.25,8.3,4.79,16789
3,5,5,3,1.12,61.9,58.0,6.68,6.63,4.12,5119
2,3,3,1,0.55,62.1,57.0,5.3,5.23,3.27,1240
2,2,5,5,1.03,59.1,55.0,6.6,6.69,3.93,6543
2,3,4,10,0.25,62.0,54.0,4.06,4.07,2.52,438
4,0,2,5,0.5,58.9,61.0,5.16,5.19,3.05,1436
2,4,3,5,2.0,61.5,57.0,8.04,8.0,4.93,12587
1,2,1,9,0.3,64.3,53.0,4.22,4.27,2.73,780
4,0,2,2,0.51,62.8,56.0,5.07,5.09,3.19,1569
3,5,7,6,0.41,62.9,58.0,4.74,4.71,2.97,1061
2,3,5,12,1.54,61.5,57.0,7.44,7.41,4.57,11487
1,2,2,10,0.4,63.6,59.0,4.67,4.64,2.96,869
2,3,5,4,1.7,61.3,57.0,7.6,7.67,4.68,15797
3,0,2,3,0.55,60.5,60.0,5.3,5.27,3.2,1698
1,0,7,3,0.39,58.1,60.0,4.82,4.85,2.81,1056
2,1,3,3,1.07,62.4,57.0,6.55,6.52,4.08,4698
2,3,4,4,1.24,61.5,56.0,6.92,6.97,4.27,8830
2,3,6,12,0.4,61.2,56.0,4.79,4.75,2.92,1200
2,3,5,3,0.34,62.0,54.0,4.47,4.5,2.78,596
2,3,2,7,0.52,61.2,55.0,5.2,5.23,3.19,1675
4,2,7,9,0.71,60.6,58.0,5.76,5.79,3.5,3494
3,1,3,8,0.74,62.2,57.0,5.79,5.77,3.59,2002
2,1,2,2,0.71,60.3,57.0,5.77,5.81,3.49,2590
4,3,2,0,0.5,60.8,63.0,5.08,5.11,3.1,1171
3,2,4,12,0.41,58.6,61.0,4.87,4.83,2.84,1076
3,1,2,11,1.02,59.2,56.0,6.63,6.57,3.91,5655
3,4,5,6,1.52,59.4,59.0,7.49,7.45,4.44,11206
2,3,2,3,0.69,62.4,56.0,5.66,5.69,3.55,2297
1,2,2,5,1.0,63.6,62.0,6.24,6.3,3.99,4504
1,5,5,6,0.7,57.1,61.0,5.9,5.93,3.38,2010
4,1,3,9,0.74,61.0,57.0,5.83,5.88,3.57,2574
4,1,4,3,1.11,61.6,57.0,6.59,6.63,4.07,8852
4,6,2,3,1.01,62.9,56.0,6.35,6.4,4.01,3749
2,4,1,7,0.34,61.6,54.0,4.49,4.53,2.78,863
3,3,4,3,1.01,60.3,58.0,6.56,6.5,3.94,6787
4,3,4,2,0.72,60.0,59.0,5.8,5.84,3.49,2671
4,1,2,5,0.34,63.5,55.0,4.47,4.44,2.83,714
2,5,2,6,0.31,62.2,54.0,4.36,4.39,2.72,436
3,3,2,3,1.14,62.3,59.0,6.66,6.69,4.16,5548
2,2,4,2,0.4,61.1,56.0,4.78,4.75,2.91,1050
4,1,6,0,0.43,61.9,56.0,4.81,4.85,2.99,1433
3,5,7,1,0.72,62.0,56.0,5.75,5.73,3.56,2074
1,4,2,12,0.41,63.3,56.0,4.71,4.74,2.99,683
4,5,2,2,2.07,62.3,60.0,8.12,8.16,5.07,15847
1,1,6,0,0.38,62.4,64.0,4.59,4.61,2.87,904
2,1,2,3,1.1,61.3,56.0,6.65,6.7,4.09,6743
3,2,2,6,1.04,62.8,57.0,6.5,6.43,4.06,5650
3,2,2,10,0.43,60.5,60.0,4.84,4.88,2.94,792
2,2,4,12,0.57,61.7,55.0,5.35,5.39,3.31,2039
2,0,7,1,0.31,62.2,54.0,4.34,4.38,2.71,840
2,5,5,11,0.55,61.8,55.0,5.28,5.32,3.27,1374
3,3,5,2,0.41,61.6,58.0,4.78,4.73,2.93,1061
3,4,2,1,0.92,62.4,58.0,6.19,6.22,3.87,3624
4,3,2,3,0.7,63.2,58.0,5.64,5.6,3.55,2117
2,6,5,2,1.35,61.4,57.0,7.13,7.1,4.37,5969
2,1,2,12,0.51,61.4,56.0,5.15,5.17,3.17,1377
2,5,6,4,0.52,62.0,55.0,5.19,5.17,3.21,1619
4,0,5,2,0.33,60.8,60.0,4.52,4.46,2.73,615
3,1,2,3,0.57,60.3,57.0,5.4,5.34,3.24,1728
2,2,1,10,0.3,60.5,60.0,4.34,4.36,2.63,873
2,3,5,5,1.57,62.7,55.0,7.42,7.49,4.68,12506
2,4,5,4,1.5,62.2,57.0,7.27,7.33,4.54,10692
4,0,2,10,0.92,62.0,58.0,6.18,6.21,3.84,5086
4,1,4,8,0.7,58.4,59.0,5.83,5.91,3.43,2904
2,2,7,9,1.19,60.8,57.0,6.85,6.83,4.16,10748
2,3,5,2,0.7,61.5,57.0,5.7,5.74,3.52,3253
3,3,6,1,0.6,60.0,58.0,5.53,5.43,3.29,2444
2,5,2,10,0.38,61.8,54.0,4.66,4.7,2.89,593
4,6,5,7,0.57,63.3,56.0,5.28,5.24,3.33,1207
3,0,7,3,0.23,60.4,59.0,4.0,3.95,2.4,680
0,4,5,4,0.7,67.8,56.0,5.42,5.38,3.66,2351
4,0,4,8,0.71,58.1,62.0,5.84,5.89,3.41,3145
2,4,5,11,1.2,62.0,56.0,6.86,6.81,4.24,6666
4,1,5,10,0.3,62.1,62.0,4.21,4.26,2.63,575
2,3,4,10,1.1,61.3,54.0,6.69,6.65,4.09,6535
3,2,3,7,1.01,60.2,61.0,6.49,6.43,3.89,3563
3,6,2,12,1.0,60.8,58.0,6.39,6.44,3.9,3712
3,2,4,5,1.26,62.0,58.0,6.95,6.88,4.29,10669
2,1,5,1,0.54,62.4,56.0,5.23,5.19,3.25,1765
3,0,6,5,1.11,62.0,54.0,6.67,6.63,4.16,13405
2,1,5,3,0.57,61.3,57.0,5.29,5.38,3.27,2202
2,0,4,2,0.41,62.3,56.0,4.71,4.79,2.96,1018
3,6,3,6,2.42,58.5,59.0,8.85,8.82,5.17,16198
3,2,2,1,0.53,61.4,58.0,5.19,5.17,3.18,1324
4,3,7,5,0.31,62.2,56.0,4.31,4.34,2.69,651
1,2,7,1,0.5,58.5,62.0,5.23,5.27,3.07,2052
2,2,4,1,1.01,62.0,57.0,6.46,6.42,3.99,7887
4,3,2,6,0.42,63.0,55.0,4.77,4.81,3.02,687
